,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,0.0
0,34.3847222222,34.7611065232,36.3602352622,37.0065584736,36.8788489483,36.9309560111,37.395814999,37.7740962947,38.0562779433,38.1260061263,38.4102994173,38.4649146261,38.5879834263,37.6652156735,36.0946739639,33.7892022948,33.4124402471,31.7115636071,30.4162672089,30.4903963127,30.2574883268,30.5424599054,30.739048228,30.1075177319,30.5080252807,29.4365248769,29.7852427893,30.5219322761,30.8793204934,31.2529945475,31.9915977531,32.4386664662,32.7288623406,34.5597268637,34.6421118442,34.8962058375,34.9301059869,35.1273718203,35.8833563716,36.127696503,36.3319876504,36.5393640413,36.6645322111,36.6879625889,36.7370392575,37.1418101781,37.137570476,37.244650419,37.2057160069,37.2326769187,37.3863069975,37.7005986581,37.7085147912,37.7256901843,37.6045632321,37.5956681471,37.6855325417,37.792838536,38.0009813102,38.0348625063,37.9482149812,37.615746941,35.6813770796,33.7610632045,31.5336205321,32.291927783,32.3590615144,32.5567672069,32.9764225515,33.2472912064,33.2040101024,33.7711657881,34.0728846746,34.2990539441,34.8229401543,34.6883007201,34.1560440538,34.8251232608,34.8428750277,34.9799384863,35.638909174,35.7449903302,36.052943467,37.3991197543,37.3110495485,37.2365535806,37.1341264392,37.2918211687,38.4362909061,38.2959496039,38.4517783279,38.4877445205,38.4225661062,39.2899240053,39.1738594242,39.015136372
1,36.1958333333,36.39479895,36.6976739485,37.475090936,37.8314413502,38.2588315391,38.4718075485,38.7544408293,38.7902205259,38.8545537029,39.1053553527,39.1800613696,39.4127679118,39.3125683576,38.430034103,36.5826341686,35.810418036,34.6789254405,34.4881106475,33.9842763854,33.8451915287,33.9416515017,34.0109206071,33.6780197396,33.8922947751,33.5661310463,33.4869351049,33.6515514622,33.9201430971,34.1342892144,34.5874288184,34.8320121859,34.9995133467,35.6854705327,35.9005848253,36.4397230238,36.7164473221,36.882226724,36.9573696376,37.1675217458,37.3500138368,37.5530266924,37.7612375178,37.7860450371,37.8412978261,37.8307851695,37.8684602451,38.0004135257,38.1046194183,38.1538309447,38.3732558316,38.3051102829,38.3300394881,38.4022358299,38.377307401,38.3589186734,38.4472385795,38.6156696164,38.6587105856,38.6959284193,38.6778656474,38.4951849462,37.1765752618,35.7131442808,34.9792504894,35.2806264432,35.3154133382,35.2282131195,35.564779775,35.7822219107,35.8899823802,36.1999736337,36.3820337887,36.5068551592,36.7997734307,36.7704727513,36.5612061755,36.9233768484,36.969681118,36.9879670264,37.376490861,37.4631776554,37.5890811095,37.9949062452,38.0827783664,38.402132854,38.5131249709,38.6239521725,38.8079564825,38.8208207663,38.9444029516,39.0330625014,39.2193607219,39.3973550935,39.3977723141,39.3699052159
2,34.4472222222,34.4119044071,36.1776927575,36.6626225097,36.555220845,36.8710789965,37.2194368154,37.7234477433,37.6638176009,37.8122078786,38.0042020136,38.2343881868,38.4473829485,38.2384715566,35.8656623582,33.0305511741,32.9690230487,30.9892395626,30.8036584204,31.2079648225,31.0100296281,31.0977778583,31.4027184818,31.2907138925,30.6396967933,30.8685511281,31.2410212584,32.0703086137,32.3839212874,32.5772863252,33.1155262986,33.8502308551,33.9682511292,34.6591013019,34.7992730498,35.8790980178,35.7776152898,35.7085642313,35.8708691019,35.9895346973,36.1872414493,36.4948384883,36.5017025227,36.5400890788,36.5797413503,36.7072347891,36.7261782214,36.9589388187,37.0190624301,37.0313541878,37.022017562,37.0224529068,37.3085468804,37.2926966229,37.2066273581,37.3792227429,37.542216269,37.4951963696,37.4709995198,37.7028410552,37.6098944765,37.502408209,34.6107588875,31.9835756019,31.7469146911,32.1213177525,32.5198927671,32.9123409694,33.2218972829,33.6602929875,33.8286536539,34.7056362762,34.9417434672,34.8974970369,35.1823714301,34.9779400557,35.0076487899,35.7581670558,35.6583671433,35.7408996345,36.327285623,36.2990109956,36.4140151328,36.9686320717,37.0800574678,37.4105207489,37.2058827579,37.3395035695,37.7099830533,37.6267837182,37.8858255056,38.1940187361,38.0601815777,38.3144300119,38.5007392994,38.3241787213
3,35.0368055556,34.9876489872,35.7838007759,36.4856638491,36.7252077886,36.8795484982,37.2423775641,37.5825513042,37.6871184958,37.875621855,38.103773906,38.2564894443,38.3803792262,38.3591181209,36.6077793902,34.8526644472,34.0551147389,32.3018035618,31.9989548024,32.1633206183,32.1123798104,32.3739356503,32.6483371607,32.656589449,32.8349954111,32.9569016898,33.1297808526,33.5174272158,33.8639048949,33.9970119662,34.3270951286,34.6631526169,34.8689074894,35.3151371706,35.5640156245,35.7884212035,35.8448179224,35.8436983429,35.8752957044,36.0110783958,36.2605962567,36.4978633676,36.6174628885,36.7135769627,36.7917594163,36.8002063743,36.8627917721,36.9773109076,37.0133276817,37.0942758026,37.1519073824,37.1423859938,37.2317030735,37.3053544681,37.2959545862,37.297599578,37.3692108801,37.4211331432,37.4430709619,37.4864787049,37.4993207446,37.4801146444,36.3869704528,33.913932963,32.9917387747,33.3285973516,33.6864121197,34.0428755642,34.4865557241,34.9239468887,35.152870686,35.4626119855,35.7374679694,35.8998585708,36.2196604781,36.1161822889,36.0743187956,36.3009195021,36.2971940045,36.338598981,36.6489583968,36.7495904556,36.860214545,37.2389016396,37.265614735,37.2385789215,37.137908671,37.2427695415,37.3206765939,37.3824031595,37.66427449,37.8322026211,37.8876164285,38.0738595977,38.1333245139,38.1117585959
4,35.2284722222,35.1775091521,35.6844365893,36.4484903453,36.7718229785,37.0016542305,37.2789018258,37.6674546768,37.8175065349,37.9566043017,38.2094023145,38.3422183158,38.5284402771,38.5565526446,37.5289779163,35.7365540222,34.7422317564,33.4549976659,33.1528777182,33.0546547966,32.8586551495,32.9096183314,32.9792028146,32.9281778524,32.7926928862,32.7276002851,32.7182021171,33.1025116081,33.3693094998,33.4831937586,33.893261087,34.2075812126,34.3976275479,34.9003725587,35.210046496,35.5897624731,35.7111622628,35.7967112243,35.886390241,36.1044247712,36.3235430934,36.5621956568,36.6917439173,36.7866434744,36.8740289268,36.9038854434,36.9587790508,37.1191200577,37.1905142619,37.2468520005,37.2985728533,37.3087955338,37.3815186766,37.4706945277,37.4742718998,37.4749569165,37.6013562793,37.652376485,37.6661107847,37.7302567365,37.7499700444,37.7252332636,36.3822511076,34.5942107389,33.7982806183,33.970408147,34.1004345213,34.2551928383,34.55973211,34.8158638139,34.9542481099,35.2798536064,35.5216674892,35.6258540745,35.9676017455,35.978264866,35.9695193108,36.2251021411,36.2722058509,36.289572128,36.6158347064,36.7257894368,36.7870408732,37.1830822589,37.3200975474,37.452731607,37.4272986112,37.493336342,37.5596872928,37.6817192573,37.8738598146,38.0247277301,38.0790841439,38.1985439321,38.3137930078,38.3428524486
5,34.5875,34.5343151371,35.2280598435,35.9091587673,36.1848397112,36.3622813203,36.6808750271,37.0509056671,37.1943932434,37.3732731842,37.599123048,37.772033576,37.9132392036,37.9221003743,36.5774731733,34.7905341871,33.8583716629,32.2943597008,31.772286442,31.7263100656,31.6125279969,31.7423504946,31.9480666377,31.9785891211,32.1032941471,32.2171685189,32.3765712856,32.7769931788,33.1087193093,33.2856995197,33.6335746699,34.0057365883,34.2403753117,34.682483031,34.9368514813,35.2102371827,35.3110435312,35.3552642641,35.4210755315,35.5609168857,35.7687760594,36.0078433453,36.1432956287,36.2420397825,36.3248613995,36.3658862924,36.4202880277,36.5227879276,36.5822701177,36.6533117827,36.7093499129,36.7124377025,36.8095804854,36.8860207499,36.8845616425,36.9149731792,36.9849886244,37.0243966212,37.0402581688,37.1113684681,37.1302666768,37.1127265152,35.952552673,33.8434827622,32.8502931619,32.8922704283,33.0755295692,33.3352137166,33.6943941373,34.0772654923,34.3232238614,34.721165961,35.0299793367,35.2311021313,35.5369351762,35.504549048,35.4903218571,35.7533923348,35.7943487819,35.843348529,36.1446318663,36.2528171513,36.3557137747,36.6955534991,36.7986569868,36.8116099906,36.7369534158,36.8072647668,36.9121641101,36.981653724,37.2027728837,37.4001143334,37.4732017437,37.6342805405,37.7390178135,37.7360318801
6,34.9493055556,35.6102962331,35.7413124527,37.0395060535,37.3818411846,37.5162615844,37.9499411839,38.0989281614,38.2412419744,38.6110166123,38.9172665938,38.9306730429,38.9960827834,38.3782687383,37.9477084811,35.7051898022,33.4509659918,32.5924975088,31.8313269025,31.0573536223,30.9503583584,30.9797207679,30.6769819651,30.8322033531,30.9001201321,30.8234602648,30.6862549552,31.0250709789,31.6689575422,32.7159922009,33.098726572,33.4134337823,34.2163434269,34.8866022286,35.1886532519,35.5236334367,36.0317884911,36.1844647861,36.358395272,36.6420710891,36.7207017894,36.8868677106,37.2226668386,37.2622587543,37.3287687989,37.3370210292,37.4944568615,37.6573139431,37.6521874503,37.669202383,37.9144353202,37.8712434864,37.8349702169,38.0432601193,38.1870700769,38.1145309444,38.2115597155,38.196166403,38.3785488253,38.3935301566,38.4150618252,38.1814781039,37.2308001417,34.7748178802,32.6322970773,32.1710131055,32.073458904,32.3183419696,32.3495449437,32.6417197388,32.9611593069,33.7062191924,34.1817583204,34.8450801477,35.1376905034,35.053006248,35.1098069171,35.4450940703,35.7076428765,36.2670149078,36.5399124511,36.7279303921,36.8361503761,37.4005151176,37.5119674088,37.5821996314,37.6877867741,37.9932377298,38.0298600779,38.2242739239,38.3150427637,38.6657458419,38.8367916437,38.9053674081,39.1250645326,39.2282367327
7,35.5298611111,35.5478898419,36.5429374995,37.5057932717,37.9134995933,38.1306645908,38.3996370372,38.7520647064,38.914362671,39.2254278387,39.4014960395,39.6160383731,39.6986641461,39.5662709306,38.4721701236,36.0058902859,34.6846803875,33.1812818816,32.0979850711,31.686496237,31.427190136,31.2585885672,31.3195593541,31.3429630309,31.2393285313,31.1830146647,31.3073230867,31.7129610665,32.1591991293,32.7969765159,33.3170036218,34.0505317387,34.555550919,35.2361308971,35.6576735739,36.2455108077,36.5977479916,36.7810034494,37.0475902857,37.2168757728,37.3820123791,37.632138841,37.8100293742,37.8998366476,37.9500183955,38.0783392265,38.1404283046,38.2435375802,38.357341234,38.4136658519,38.4308492063,38.4516929512,38.6376164927,38.7506959351,38.760227413,38.8897095335,38.9372907414,38.9403687602,38.978373092,39.1601074704,39.1998141559,39.1595850533,37.5854783259,35.0306797735,33.5992091895,32.8264082995,32.6053914006,32.744113043,32.8638508743,33.1547463618,33.4227274457,34.1419609649,34.6888887266,35.2499854098,35.5302903142,35.6016236,35.6647825641,36.1312923978,36.3685852465,36.7033124024,37.1270428386,37.3422128148,37.5165679858,37.8311062837,38.1305337147,38.2578428579,38.3102666788,38.4180222162,38.7664359088,38.9287222757,39.1205578553,39.4356774498,39.5492938491,39.7186488123,39.9341205059,39.967171707
8,36.1777777778,36.128148841,37.0252157588,37.8226902507,38.1018540243,38.3373582617,38.5450605459,38.9181072029,39.157161057,39.3067892014,39.515896488,39.6536711631,39.8142980067,39.5986686887,38.7859811885,36.6075239903,35.6160619731,34.449803263,33.361976748,33.1460113229,32.9730832679,32.9484923807,33.0323829962,33.0078543326,32.7787527463,32.3605732619,32.4878372236,32.9972541322,33.321953971,33.6793023362,34.195839873,34.6986339294,35.0049241272,35.874671103,36.1791342946,36.7071121406,36.8838147166,37.0184384412,37.3660722118,37.5410424975,37.6736917211,37.8771160222,37.9943933283,38.0655760127,38.1254627521,38.3378632742,38.3621238091,38.4904087767,38.5501511377,38.5736577857,38.5897142947,38.7324900163,38.8189680398,38.8806672694,38.8638010999,38.9068269178,39.0070575523,39.0150436824,39.1168095148,39.2129758057,39.2064621366,39.1562353865,37.6760807414,35.9612856318,34.3114238778,34.157813731,34.1839840134,34.3537211808,34.6034979166,34.8469162372,34.9817408308,35.4946062973,35.8388145363,36.0944021387,36.4372066846,36.5055650235,36.4210537824,36.8098254023,36.9399179387,37.0818095664,37.4768028184,37.6386250527,37.7461959792,38.3599498347,38.5448648751,38.7033112245,38.6752120492,38.7233614036,39.1609063717,39.2157529048,39.3292093834,39.5157305758,39.5508224326,39.8318926038,39.9607726984,39.9458099818
